Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
12999,Room suddenly deal clearly boy fight area.,2025-03-02,2025-03-06,4.27,Feature,High,Research,U05
13000,Dinner national same hot rate gun learn perhaps.,2025-03-06,2025-03-15,5.53,Bug,Medium,Support,U08
13001,Camera because find real collection beautiful south force.,2025-05-04,2025-05-05,5.94,Improvement,High,Research,U09
13002,Just real than stuff shake clear could nice.,2025-03-19,2025-03-23,7.19,Improvement,Low,Support,U07
13003,Movie develop central clear form environment.,2025-05-01,2025-05-11,9.3,Feature,Low,Admin,U08
13004,Wait small skill over.,2025-04-11,2025-04-18,5.06,Improvement,Medium,Technical,U08
13005,Behind method same also wear nor perform.,2025-01-14,2025-01-16,9.13,Bug,Low,Research,U02
13006,Soldier performance nor step city offer.,2025-01-14,2025-01-23,7.09,Improvement,High,Admin,U09
13007,Car draw dream pull young computer.,2025-03-07,2025-03-09,3.32,Feature,Medium,Support,U04
13008,Once spring himself sort.,2025-01-17,2025-01-26,7.12,Improvement,High,Admin,U06
13009,Couple she institution human.,2025-01-03,2025-01-06,2.33,Bug,Medium,Admin,U03
13010,Loss do business.,2025-02-19,2025-02-21,4.85,Feature,Low,Technical,U06
13011,Week out happen meeting his take parent.,2025-04-27,2025-04-28,9.67,Feature,Low,Research,U10
13012,Activity defense war form discover.,2025-05-17,2025-05-23,9.73,Bug,Low,Admin,U07
13013,Suggest police not inside grow window.,2025-02-26,2025-03-05,8.07,Feature,Medium,Admin,U05
13014,Chair medical four fund my answer.,2025-01-02,2025-01-04,7.9,Improvement,Low,Research,U05
13015,Speech much way born beat head east learn.,2025-01-19,2025-01-21,3.69,Bug,High,Support,U06
13016,Result together resource everybody.,2025-04-21,2025-04-28,6.55,Improvement,Low,Technical,U05
13017,Spend some almost court nearly.,2025-02-11,2025-02-14,7.64,Feature,High,Research,U07
13018,But around treatment discussion pass.,2025-01-05,2025-01-11,7.13,Improvement,Medium,Technical,U09
13019,Whatever court single third.,2025-02-03,2025-02-12,3.69,Feature,High,Research,U02
13020,North stock brother.,2025-05-21,2025-05-27,9.52,Bug,High,Technical,U07
13021,Past station situation whose drop believe natural nice.,2025-05-26,2025-05-30,4.64,Bug,Medium,Technical,U07
13022,Guess both remember.,2025-03-23,2025-03-29,6.57,Bug,Medium,Technical,U06
13023,None animal summer which still.,2025-03-26,2025-03-30,2.66,Feature,High,Research,U10
13024,Position data present not surface carry.,2025-01-24,2025-01-27,4.67,Bug,Low,Research,U07
13025,Go difficult own less experience purpose.,2025-04-25,2025-05-02,2.09,Improvement,Low,Technical,U02
13026,Light threat direction.,2025-01-27,2025-01-28,2.02,Bug,Low,Research,U06
13027,Reason think south middle.,2025-01-03,2025-01-10,9.3,Improvement,Medium,Technical,U02
13028,Early whose money.,2025-03-01,2025-03-08,5.33,Improvement,High,Support,U08
13029,Girl detail daughter prevent their than.,2025-04-13,2025-04-15,6.73,Feature,Medium,Technical,U07
13030,Item first shake might rule case commercial great.,2025-05-06,2025-05-09,1.54,Bug,High,Admin,U01
13031,So plan color so bar take.,2025-02-28,2025-03-05,3.53,Bug,Medium,Admin,U03
13032,Similar across treatment science young fire.,2025-02-13,2025-02-18,4.35,Improvement,Medium,Technical,U05
13033,Onto similar tough respond practice example.,2025-03-06,2025-03-14,8.33,Bug,Medium,Admin,U08
13034,So son seem write traditional.,2025-02-22,2025-02-24,8.32,Bug,High,Research,U05
13035,Card make woman can agreement benefit.,2025-04-03,2025-04-08,7.24,Improvement,High,Technical,U04
13036,Bring lose miss floor pay line make.,2025-04-15,2025-04-23,8.65,Bug,Low,Research,U02
13037,Personal station forward manager little worker today.,2025-04-12,2025-04-16,1.39,Bug,Low,Technical,U04
13038,Stage cell soon respond sea away from identify.,2025-05-09,2025-05-18,9.2,Improvement,Low,Research,U04
13039,Offer part decide east organization.,2025-02-28,2025-03-08,8.49,Feature,High,Research,U07
13040,Place behind front place buy.,2025-01-02,2025-01-12,6.03,Feature,Low,Support,U10
13041,Seven next per century use themselves suddenly every.,2025-05-23,2025-06-02,9.94,Improvement,Low,Admin,U07
13042,Force behavior number how born start.,2025-01-23,2025-01-29,7.09,Feature,Medium,Technical,U08
13043,Lawyer enough join impact method each enough.,2025-05-26,2025-06-02,4.63,Bug,Medium,Support,U10
13044,But American item heart true point ahead.,2025-04-08,2025-04-17,6.84,Feature,High,Research,U07
13045,Rather understand choose class win as window.,2025-01-22,2025-01-31,7.27,Improvement,High,Support,U08
13046,Professor soon pressure institution hour create certain.,2025-01-03,2025-01-06,9.35,Feature,Low,Support,U09
13047,Direction outside develop though everybody despite listen.,2025-04-10,2025-04-11,5.88,Improvement,Low,Support,U07
13048,Knowledge industry idea he.,2025-03-04,2025-03-11,6.4,Improvement,Medium,Support,U07
13049,Middle music bar.,2025-04-11,2025-04-21,8.56,Feature,Low,Research,U06
13050,Career few cause describe spring.,2025-01-18,2025-01-26,6.68,Improvement,Low,Admin,U04
13051,Data arm stay begin.,2025-03-24,2025-03-27,7.31,Bug,High,Admin,U04
13052,Perhaps west able policy green.,2025-04-01,2025-04-03,8.98,Improvement,Medium,Research,U07
13053,Score knowledge though instead young rest.,2025-04-27,2025-04-30,7.77,Improvement,Medium,Research,U02
13054,Shake lot son Mr newspaper newspaper join.,2025-04-13,2025-04-19,3.47,Improvement,Low,Support,U07
13055,Difficult according mind everybody.,2025-01-27,2025-02-05,5.59,Feature,Low,Research,U04
13056,Maintain worry less television scene.,2025-03-31,2025-04-01,2.16,Feature,High,Research,U10
13057,Fire until between affect base put.,2025-03-07,2025-03-17,6.3,Feature,High,Technical,U01
13058,Ever professor skin main bed success.,2025-03-21,2025-03-26,1.22,Bug,Medium,Technical,U10
13059,All kind late call film.,2025-04-01,2025-04-08,2.93,Improvement,Medium,Admin,U10
13060,Pick pattern appear.,2025-05-14,2025-05-19,6.12,Improvement,Medium,Support,U03
13061,Resource wife half clearly require argue nature.,2025-01-31,2025-02-02,8.43,Improvement,Medium,Support,U05
13062,Low effect poor morning participant.,2025-03-28,2025-04-01,4.88,Improvement,High,Admin,U07
13063,She oil provide tough military.,2025-04-18,2025-04-22,9.83,Improvement,Medium,Technical,U08
13064,Throughout become help think hair.,2025-01-23,2025-01-30,5.5,Feature,Low,Research,U06
13065,Expect poor into pass run push.,2025-03-27,2025-03-30,9.21,Feature,Medium,Support,U10
13066,Push decide trouble.,2025-02-02,2025-02-05,5.46,Bug,Medium,Technical,U02
13067,Evidence edge apply.,2025-04-03,2025-04-08,6.43,Improvement,Medium,Research,U03
13068,Mr however project claim maybe activity environment blood.,2025-03-17,2025-03-26,8.25,Improvement,Low,Admin,U09
13069,Eat board book stay water sport I.,2025-03-04,2025-03-10,1.07,Bug,Medium,Research,U05
13070,Difficult star step try concern.,2025-02-26,2025-03-08,5.69,Bug,Medium,Technical,U01
13071,Force win because beyond official each blue.,2025-05-13,2025-05-18,6.24,Feature,High,Admin,U08
13072,Account agency hope field care involve can.,2025-05-14,2025-05-19,6.35,Improvement,Low,Support,U09
13073,Wrong but apply.,2025-04-05,2025-04-13,1.83,Feature,Medium,Support,U05
13074,Happy free that treatment tree study cover.,2025-02-20,2025-02-23,9.85,Feature,Medium,Technical,U05
13075,Between friend sea rest suddenly could three college.,2025-04-16,2025-04-20,8.45,Bug,High,Support,U07
13076,Similar dark though feeling be Congress.,2025-03-24,2025-03-29,6.59,Feature,Medium,Technical,U08
13077,Their series respond another interview.,2025-02-04,2025-02-09,6.1,Bug,High,Research,U07
13078,Front his a security.,2025-02-09,2025-02-10,3.92,Improvement,Low,Admin,U04
13079,Number various account others situation list.,2025-01-14,2025-01-18,9.02,Bug,High,Technical,U08
13080,Far house central story live memory bill consumer.,2025-02-13,2025-02-14,6.36,Bug,Medium,Admin,U03
13081,Body while best government within.,2025-05-15,2025-05-20,9.29,Bug,High,Technical,U10
13082,Animal walk hit prepare as.,2025-05-20,2025-05-30,8.49,Bug,Medium,Support,U10
13083,Reveal but reflect cut action.,2025-01-27,2025-02-01,4.51,Improvement,High,Admin,U01
13084,Us if tonight much fund provide raise.,2025-03-05,2025-03-15,3.38,Improvement,Medium,Admin,U05
13085,Those voice wrong interview anything administration.,2025-03-01,2025-03-07,5.12,Improvement,High,Support,U09
13086,At guess top.,2025-05-02,2025-05-05,4.06,Bug,Low,Technical,U06
13087,Sign bill finish any play remember own or.,2025-03-01,2025-03-02,1.45,Feature,High,Support,U09
13088,Full still in adult certainly on goal.,2025-01-26,2025-01-30,2.42,Bug,Low,Support,U04
13089,Show leave important walk mouth.,2025-05-11,2025-05-14,3.49,Feature,High,Admin,U05
13090,Change thing contain class tend also later.,2025-02-26,2025-03-04,6.75,Feature,Medium,Support,U02
13091,Clearly of similar although cultural hope.,2025-04-09,2025-04-19,9.76,Bug,Low,Research,U10
13092,Edge like billion image show argue pattern design.,2025-02-06,2025-02-11,9.24,Improvement,Low,Admin,U01
13093,Create month cover eye treatment feel movie cultural.,2025-05-01,2025-05-07,5.06,Feature,Medium,Research,U02
13094,Say impact body Republican hard.,2025-04-21,2025-04-23,4.77,Bug,High,Technical,U10
13095,Light citizen sort fall threat behind.,2025-02-18,2025-02-21,4.07,Improvement,High,Technical,U10
13096,Marriage house off.,2025-02-02,2025-02-11,1.52,Improvement,Medium,Research,U01
13097,Land money natural development hold second get.,2025-05-12,2025-05-13,1.83,Bug,High,Support,U01
13098,Whether that age manager local identify else color.,2025-03-18,2025-03-24,4.85,Bug,Medium,Research,U08
13099,Main about build economy major really.,2025-05-03,2025-05-13,7.87,Improvement,Medium,Admin,U06
13100,Wear training doctor just believe easy.,2025-02-10,2025-02-11,9.43,Feature,Low,Research,U04
13101,Situation we appear fast understand program information.,2025-02-04,2025-02-10,2.95,Improvement,Low,Support,U05
13102,Two find must southern politics attack listen.,2025-01-05,2025-01-08,1.9,Feature,High,Support,U10
13103,Eye become seven exist per community former.,2025-05-20,2025-05-23,1.52,Improvement,Medium,Support,U02
13104,Material baby head better.,2025-03-12,2025-03-18,4.06,Bug,Medium,Technical,U02
13105,Early audience real feel side quickly.,2025-01-08,2025-01-13,4.95,Bug,High,Support,U02
13106,Light lawyer focus meeting us edge agency time.,2025-03-02,2025-03-06,1.18,Feature,High,Admin,U02
13107,Lead born commercial home occur as.,2025-05-15,2025-05-22,3.85,Feature,Low,Support,U08
13108,Information available because forget science.,2025-05-24,2025-05-25,8.0,Feature,Low,Admin,U02
13109,Notice yet child question leader grow road answer.,2025-01-08,2025-01-17,9.55,Feature,Medium,Technical,U01
13110,Site reflect myself from report.,2025-05-23,2025-05-25,9.71,Improvement,Medium,Support,U10
13111,Relate outside hope everything account politics maintain.,2025-04-03,2025-04-07,6.16,Bug,Medium,Support,U06
13112,Leg plan where movement career scientist mean.,2025-03-30,2025-04-03,2.11,Feature,Low,Admin,U08
13113,Despite move draw step create red again.,2025-05-26,2025-06-02,1.2,Bug,Low,Research,U08
13114,Spring bill what stage action region wall film.,2025-04-18,2025-04-26,9.39,Bug,Low,Admin,U02
13115,Head clear from.,2025-02-15,2025-02-25,3.32,Bug,High,Technical,U06
13116,Fear door economic far.,2025-05-11,2025-05-17,8.19,Improvement,Medium,Technical,U03
13117,Enter get bill culture start.,2025-04-24,2025-05-03,7.65,Improvement,High,Support,U06
13118,Else which within vote.,2025-02-27,2025-03-01,7.67,Bug,Low,Technical,U06
13119,Front score quickly become way.,2025-03-20,2025-03-28,2.44,Feature,High,Research,U08
13120,Big realize protect fly technology.,2025-05-01,2025-05-02,6.08,Bug,Medium,Support,U08
13121,Up treat nothing audience certainly.,2025-04-05,2025-04-13,8.87,Feature,High,Support,U03
13122,Type memory eye majority kind rather per.,2025-05-05,2025-05-11,9.51,Bug,Low,Support,U03
13123,Car newspaper stand mother born tend.,2025-01-22,2025-01-28,6.73,Improvement,High,Technical,U04
13124,Court out person culture read effort level eight.,2025-02-25,2025-02-28,2.68,Bug,Medium,Admin,U08
13125,Another serious father little view.,2025-05-16,2025-05-26,8.82,Bug,High,Support,U10
13126,Play political skin deal.,2025-03-11,2025-03-20,9.7,Feature,Medium,Research,U07
13127,Evidence room decide environmental future me watch decision.,2025-02-09,2025-02-18,1.13,Bug,Low,Research,U09
13128,Local than level range.,2025-01-26,2025-02-03,6.65,Bug,Medium,Research,U05
13129,Vote use peace series pressure together.,2025-03-02,2025-03-12,8.86,Improvement,Low,Support,U03
13130,Really shoulder seat front still try.,2025-04-27,2025-05-03,8.79,Bug,Medium,Admin,U06
13131,Education thing during support four certainly.,2025-01-06,2025-01-11,8.91,Improvement,Medium,Technical,U01
13132,Deal at television add special.,2025-01-22,2025-01-26,8.49,Bug,Medium,Technical,U04
13133,Property trade street some color center.,2025-01-25,2025-01-30,6.78,Feature,Low,Admin,U01
13134,Reduce life card.,2025-04-09,2025-04-10,6.93,Improvement,Medium,Research,U07
13135,Across factor six.,2025-02-17,2025-02-22,8.84,Bug,High,Support,U01
13136,Improve parent seek hard friend recognize speech.,2025-05-22,2025-05-28,9.73,Bug,Medium,Support,U03
13137,Choice beyond there develop.,2025-01-01,2025-01-06,3.26,Feature,High,Admin,U04
13138,Although describe its almost cause maybe.,2025-03-18,2025-03-22,7.81,Bug,High,Support,U03
13139,Artist stay energy western outside.,2025-05-20,2025-05-26,1.5,Feature,Medium,Admin,U08
13140,Effort nor recent those.,2025-01-20,2025-01-24,5.54,Bug,High,Admin,U01
13141,Congress provide physical sense price experience.,2025-05-03,2025-05-04,5.8,Feature,Low,Admin,U02
13142,Heart collection sometimes ability close.,2025-05-06,2025-05-15,2.46,Bug,Low,Research,U05
13143,Evening smile term maintain draw official reason say.,2025-04-12,2025-04-22,6.58,Feature,Medium,Technical,U03
13144,Shoulder kind staff think chance lay.,2025-05-11,2025-05-15,2.67,Improvement,High,Technical,U06
13145,Collection political left memory employee.,2025-02-26,2025-03-03,9.38,Bug,Medium,Research,U03
13146,Week trial official road employee.,2025-05-12,2025-05-21,5.27,Feature,Low,Research,U09
13147,Week record couple wish role artist nothing.,2025-03-11,2025-03-15,5.89,Bug,Medium,Support,U04
13148,Material probably item probably data him.,2025-02-23,2025-02-27,5.96,Improvement,Low,Technical,U05
13149,What region water become.,2025-04-27,2025-05-07,8.81,Bug,Medium,Technical,U06
13150,Energy option fight daughter after type clear go.,2025-03-21,2025-03-23,4.3,Improvement,Medium,Admin,U04
13151,No performance hear rise which.,2025-01-27,2025-02-06,4.05,Bug,Medium,Support,U06
13152,Public near husband cover us civil.,2025-05-22,2025-05-29,9.29,Bug,High,Research,U03
13153,Drug new dream yet accept ball.,2025-01-19,2025-01-21,9.17,Improvement,Low,Admin,U01
13154,He car think attack science charge.,2025-01-04,2025-01-14,5.58,Improvement,High,Admin,U08
13155,Throughout environmental receive yourself center machine investment.,2025-01-12,2025-01-19,2.92,Feature,Medium,Admin,U03
13156,Ok tell own color two.,2025-01-16,2025-01-25,9.91,Feature,Low,Support,U02
13157,Explain medical cell stay couple.,2025-03-16,2025-03-24,5.14,Bug,Medium,Research,U05
13158,Summer yes exist quite.,2025-01-15,2025-01-25,9.28,Improvement,High,Technical,U08
13159,Son card level tend middle friend child.,2025-02-28,2025-03-08,5.92,Feature,High,Support,U10
13160,Billion next today six.,2025-05-25,2025-05-30,6.77,Improvement,Medium,Technical,U10
13161,Million professor air radio.,2025-03-31,2025-04-07,2.49,Feature,Low,Technical,U09
13162,Position city economic board stay give.,2025-05-09,2025-05-18,8.43,Improvement,High,Research,U07
13163,Former sell camera edge parent.,2025-05-19,2025-05-24,4.27,Improvement,High,Support,U07
13164,Billion couple anyone describe determine third.,2025-04-29,2025-05-06,4.88,Improvement,High,Admin,U01
13165,Herself admit service person around black.,2025-04-27,2025-05-07,9.41,Improvement,Low,Technical,U10
